student_number,course,birthdate,nationality,civil_status,gender,municipality,payment_status,balance,has_scholarship,number_of_units_enrolled,academic_probation_status,last_term_GWA
24-7962,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-04-24,Filipino,Single,Male,Cainta,Paid,0,False,18,,3.5
24-3184,Cybersecurity (BSCSEC),2005-01-14,Filipino,Single,Male,Muntinlupa,Paid,0,False,15,,3.5
24-5337,Business Solutions & Applications (BSBA‑BSAA),2000-12-21,Filipino,Single,Female,Bacoor,With Balance,25173,False,24,advising,3.0
24-6382,Human Resource Management (BSBA‑HRM),2005-02-01,Filipino,Single,Female,Parañaque,Paid,0,True,24,,4.0
24-9426,Business Solutions & Applications (BSBA‑BSAA),2006-02-16,Filipino,Single,Female,San Juan,Paid,0,False,21,,4.0
24-5415,Business Intelligence & Analytics (BSBA‑BIA),2007-11-27,Filipino,Single,Female,Manila,With Balance,16503,False,15,,4.0
24-7464,Information Systems (BS‑IS),2005-01-06,Filipino,Single,Female,Taguig,Paid,0,False,18,,3.0
24-7551,Cybersecurity (BSCSEC),2006-03-04,Chinese,Single,Male,Pasig,Paid,0,False,18,monitoring,3.5
24-1131,Information Systems (BS‑IS),2007-05-10,Filipino,Single,Male,Cainta,Paid,0,False,18,,4.0
24-5317,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-11-27,Filipino,Single,Male,Antipolo,Paid,0,False,18,,4.0
24-1628,Human Resource Management (BSBA‑HRM),2003-03-14,Filipino,Single,Male,Pasay,Paid,0,False,18,,3.5
24-2005,Cybersecurity (BSCSEC),2006-11-02,Filipino,Single,Female,Parañaque,Paid,0,False,15,,4.0
24-4473,Human Resource Management (BSBA‑HRM),2007-05-20,Filipino,Single,Female,Parañaque,Paid,0,False,15,,3.0
24-3134,Human Resource Management (BSBA‑HRM),2005-12-26,Filipino,Single,Female,San Juan,Paid,0,False,24,advising,4.0
24-2971,Business Intelligence & Analytics (BSBA‑BIA),2003-04-23,Filipino,Single,Female,Las Piñas,With Balance,16619,False,18,advising,3.5
24-5137,Cybersecurity (BSCSEC),2005-06-15,Filipino,Single,Female,Makati,Paid,0,False,15,,3.5
24-3112,Human Resource Management (BSBA‑HRM),2000-10-02,Filipino,Single,Female,Malabon,With Balance,12457,False,18,,3.0
24-7393,Information Systems (BS‑IS),2004-04-06,Filipino,Single,Male,Antipolo,With Balance,27205,False,21,,4.0
24-5399,Cybersecurity (BSCSEC),2001-03-08,Filipino,Single,Male,Bacoor,With Balance,14357,False,21,,4.0
24-5079,Business Solutions & Applications (BSBA‑BSAA),2001-01-21,Filipino,Single,Female,Muntinlupa,Paid,0,True,21,,3.5
24-5831,Human Resource Management (BSBA‑HRM),2000-11-27,Filipino,Single,Female,Mandaluyong,Paid,0,False,15,,3.0
24-5216,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-08-08,Filipino,Single,Female,Pasig,With Balance,24218,False,21,monitoring,4.0
24-3973,Information Systems (BS‑IS),2002-03-07,Filipino,Single,Male,Bacoor,Paid,0,False,18,,3.0
24-4077,Business Intelligence & Analytics (BSBA‑BIA),2002-02-14,Filipino,Single,Female,Taguig,Paid,0,False,15,,3.5
24-1339,Business Intelligence & Analytics (BSBA‑BIA),2000-11-02,Filipino,Single,Female,Pasig,Paid,0,False,15,,4.0
24-6544,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-04-05,Filipino,Single,Female,Mandaluyong,Paid,0,False,18,restrictions,3.5
24-9906,Business Intelligence & Analytics (BSBA‑BIA),2000-01-04,Filipino,Single,Female,Pasig,Paid,0,True,18,monitoring,3.5
24-6788,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-04-22,Filipino,Single,Male,Malabon,Paid,0,False,15,,3.5
24-2249,Cybersecurity (BSCSEC),2005-02-12,Filipino,Single,Male,Cainta,Paid,0,False,21,,3.0
24-3461,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-10-27,Filipino,Single,Female,Malabon,With Balance,36565,False,15,,2.0
24-3435,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-06-05,Filipino,Single,Female,Makati,Paid,0,False,21,monitoring,1.0
24-3979,Information Systems (BS‑IS),2005-06-16,Filipino,Single,Female,Cainta,Paid,0,False,18,,3.0
24-9826,Cybersecurity (BSCSEC),2007-09-18,Filipino,Single,Female,Antipolo,Paid,0,False,18,,4.0
24-1046,Business Solutions & Applications (BSBA‑BSAA),2000-06-18,Filipino,Single,Male,Quezon City,Paid,0,False,18,,4.0
24-7898,Business Solutions & Applications (BSBA‑BSAA),2003-04-02,Filipino,Single,Male,Pasay,Paid,0,False,24,,3.0
24-2208,Information Systems (BS‑IS),2002-01-05,Filipino,Single,Male,Manila,With Balance,14905,False,18,,4.0
24-9641,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-08-14,Filipino,Single,Male,Las Piñas,Paid,0,False,15,,4.0
24-3627,Business Intelligence & Analytics (BSBA‑BIA),2006-07-22,Filipino,Single,Female,Rodriguez,With Balance,23882,False,18,,4.0
24-7185,Business Solutions & Applications (BSBA‑BSAA),2003-07-20,Filipino,Single,Male,Navotas,Paid,0,False,24,,4.0
24-7086,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-04-09,Filipino,Single,Female,Manila,Paid,0,False,15,restrictions,4.0
24-6064,Business Solutions & Applications (BSBA‑BSAA),2003-11-02,Filipino,Single,Male,Rodriguez,Paid,0,False,15,,2.0
24-6843,Human Resource Management (BSBA‑HRM),2006-09-07,Filipino,Single,Female,Pasig,Paid,0,False,24,,3.0
24-9227,Business Solutions & Applications (BSBA‑BSAA),2000-10-26,Filipino,Single,Male,Las Piñas,Paid,0,False,15,,4.0
24-4794,Business Solutions & Applications (BSBA‑BSAA),2002-12-06,American,Single,Female,Navotas,Paid,0,False,21,,2.0
24-1655,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-04-07,American,Single,Male,Rodriguez,Paid,0,False,15,monitoring,3.0
24-2428,Information Systems (BS‑IS),2001-08-11,Filipino,Single,Male,Marikina,Paid,0,False,15,,3.0
24-5226,Information Systems (BS‑IS),2004-08-21,Filipino,Single,Female,Quezon City,Paid,0,False,24,,2.0
24-3113,Information Systems (BS‑IS),2005-09-28,Filipino,Single,Male,Imus,Paid,0,False,15,,3.0
24-5011,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-03-28,Filipino,Single,Female,Makati,With Balance,31926,False,15,,3.5
24-9767,Information Systems (BS‑IS),2001-02-06,Filipino,Single,Female,Valenzuela,Paid,0,False,21,,3.0
24-4483,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-02-09,Filipino,Single,Female,Pasig,Paid,0,False,15,,3.0
24-2022,Human Resource Management (BSBA‑HRM),2006-08-07,Filipino,Single,Female,Marikina,Paid,0,False,18,monitoring,4.0
24-8396,Information Systems (BS‑IS),2003-11-09,Filipino,Single,Female,Muntinlupa,Paid,0,False,18,,3.5
24-8790,Cybersecurity (BSCSEC),2002-12-14,Filipino,Single,Female,Manila,With Balance,16506,False,15,,3.0
24-3369,Human Resource Management (BSBA‑HRM),2005-01-05,Filipino,Single,Female,Muntinlupa,With Balance,23316,False,21,,4.0
24-8381,Business Solutions & Applications (BSBA‑BSAA),2007-11-19,Filipino,Single,Male,Valenzuela,With Balance,29691,False,24,,4.0
24-4131,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-06-27,Filipino,Single,Female,Antipolo,Paid,0,False,24,,3.5
24-7723,Human Resource Management (BSBA‑HRM),2005-09-14,Filipino,Single,Male,Mandaluyong,Paid,0,False,18,,3.5
24-8167,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-12-20,Filipino,Single,Male,Makati,Paid,0,False,15,,3.5
24-9133,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-11-15,Filipino,Single,Female,Valenzuela,With Balance,28074,False,24,monitoring,1.0
24-6744,Information Systems (BS‑IS),2006-11-23,Filipino,Single,Female,San Juan,Paid,0,False,21,,2.0
24-7794,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-01-14,Filipino,Single,Female,Antipolo,Paid,0,False,21,,3.0
24-8045,Business Solutions & Applications (BSBA‑BSAA),2006-04-20,Filipino,Single,Female,Pasig,Paid,0,False,18,,3.5
24-3595,Information Systems (BS‑IS),2003-02-23,Filipino,Single,Female,Bacoor,With Balance,15211,False,21,,4.0
24-8166,Business Intelligence & Analytics (BSBA‑BIA),2002-01-20,Filipino,Single,Male,Rodriguez,With Balance,14277,False,24,,3.0
24-4056,Business Solutions & Applications (BSBA‑BSAA),2003-05-07,Filipino,Single,Female,Marikina,Paid,0,False,18,,3.0
24-2694,Business Intelligence & Analytics (BSBA‑BIA),2007-10-04,Filipino,Single,Male,Makati,Paid,0,True,21,,4.0
24-2649,Information Systems (BS‑IS),2000-07-03,Filipino,Single,Male,Imus,With Balance,30760,False,24,,4.0
24-1166,Business Solutions & Applications (BSBA‑BSAA),2000-02-11,American,Single,Male,Mandaluyong,Paid,0,False,15,,4.0
24-1377,Cybersecurity (BSCSEC),2002-04-28,Filipino,Single,Male,Muntinlupa,Paid,0,False,18,,3.5
24-2506,Human Resource Management (BSBA‑HRM),2004-08-24,Filipino,Single,Female,Caloocan,Paid,0,False,21,,4.0
24-6105,Business Solutions & Applications (BSBA‑BSAA),2003-12-16,Filipino,Single,Female,Muntinlupa,Paid,0,False,24,,3.5
24-2052,Information Systems (BS‑IS),2002-01-17,Filipino,Single,Female,Pasay,Paid,0,True,18,,3.5
24-4046,Human Resource Management (BSBA‑HRM),2003-02-07,Filipino,Single,Female,Taguig,Paid,0,True,15,,4.0
24-6268,Business Solutions & Applications (BSBA‑BSAA),2001-07-10,Filipino,Single,Male,San Mateo,Paid,0,False,15,,3.0
24-8130,Human Resource Management (BSBA‑HRM),2005-04-07,Filipino,Single,Male,Marikina,Paid,0,False,18,,3.0
24-4873,Cybersecurity (BSCSEC),2000-05-01,Filipino,Single,Male,Navotas,With Balance,23199,False,15,,2.0
24-1640,Human Resource Management (BSBA‑HRM),2000-02-16,Filipino,Single,Female,Marikina,Paid,0,False,15,,3.5
24-1771,Information Systems (BS‑IS),2004-12-15,Filipino,Single,Male,Parañaque,Paid,0,False,18,advising,4.0
24-6289,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-04-06,Filipino,Single,Female,San Mateo,With Balance,38443,False,15,,3.0
24-2815,Business Intelligence & Analytics (BSBA‑BIA),2004-02-09,Filipino,Single,Female,Marikina,With Balance,29118,False,24,monitoring,2.0
24-7771,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-11-04,Filipino,Single,Female,Imus,Paid,0,False,24,,3.5
24-5853,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-06-18,Filipino,Single,Male,Makati,Paid,0,True,24,advising,3.0
24-8670,Information Systems (BS‑IS),2003-08-04,Filipino,Single,Female,Las Piñas,Paid,0,False,15,,4.0
24-6957,Information Systems (BS‑IS),2007-10-17,Filipino,Single,Male,Marikina,Paid,0,False,15,advising,3.0
24-4941,Business Intelligence & Analytics (BSBA‑BIA),2007-03-09,Filipino,Single,Female,Parañaque,With Balance,12754,False,21,,4.0
24-8059,Cybersecurity (BSCSEC),2005-01-15,Filipino,Single,Female,Valenzuela,Paid,0,False,18,,3.0
24-9087,Cybersecurity (BSCSEC),2006-02-22,Filipino,Single,Male,San Juan,With Balance,28849,False,21,,3.0
24-5513,Business Solutions & Applications (BSBA‑BSAA),2006-07-13,Filipino,Single,Female,Malabon,With Balance,21391,False,21,,3.5
24-1050,Business Intelligence & Analytics (BSBA‑BIA),2002-09-23,Filipino,Single,Male,Mandaluyong,Paid,0,False,18,,3.5
24-1208,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-07-11,Filipino,Married,Male,Mandaluyong,With Balance,29464,False,21,,3.0
24-9000,Business Solutions & Applications (BSBA‑BSAA),2007-02-02,Filipino,Single,Female,San Juan,Paid,0,False,18,,4.0
24-8415,Information Systems (BS‑IS),2005-09-09,Filipino,Single,Female,Manila,Paid,0,False,21,,3.0
24-8935,Business Intelligence & Analytics (BSBA‑BIA),2004-11-17,Filipino,Single,Female,San Juan,Paid,0,False,24,restrictions,3.0
24-8056,Human Resource Management (BSBA‑HRM),2003-12-03,Filipino,Single,Male,Marikina,Paid,0,False,24,,2.0
24-3866,Human Resource Management (BSBA‑HRM),2005-06-13,Filipino,Single,Female,Las Piñas,Paid,0,False,21,,4.0
24-8455,Cybersecurity (BSCSEC),2005-05-04,Korean,Single,Male,Navotas,Paid,0,False,21,,3.0
24-5974,Information Systems (BS‑IS),2004-02-26,Filipino,Single,Male,Las Piñas,Paid,0,False,24,,3.5
24-1010,Business Intelligence & Analytics (BSBA‑BIA),2004-03-12,Filipino,Single,Male,Makati,Paid,0,False,18,,2.0
24-4585,Business Intelligence & Analytics (BSBA‑BIA),2007-06-08,Filipino,Single,Female,Pasay,Paid,0,False,21,,3.0
24-3839,Cybersecurity (BSCSEC),2006-11-11,Filipino,Single,Male,Marikina,Paid,0,False,21,,3.5
24-8555,Cybersecurity (BSCSEC),2002-07-26,Filipino,Single,Male,Antipolo,Paid,0,False,21,,3.5
24-7889,Information Systems (BS‑IS),2007-01-18,Filipino,Single,Male,Pasig,Paid,0,False,18,,3.5
24-9900,Cybersecurity (BSCSEC),2004-01-25,Filipino,Single,Male,Navotas,With Balance,25080,False,15,monitoring,2.0
24-2753,Human Resource Management (BSBA‑HRM),2001-05-19,Filipino,Single,Male,Taguig,Paid,0,False,15,,3.0
24-9115,Business Solutions & Applications (BSBA‑BSAA),2003-11-21,Filipino,Single,Female,Manila,Paid,0,False,18,advising,4.0
24-2983,Cybersecurity (BSCSEC),2001-04-07,Filipino,Single,Female,Pasay,Paid,0,True,15,,3.5
24-4015,Business Solutions & Applications (BSBA‑BSAA),2004-10-22,Filipino,Single,Male,Valenzuela,Paid,0,False,18,,3.0
24-3797,Cybersecurity (BSCSEC),2003-08-16,Filipino,Single,Female,Parañaque,Paid,0,False,15,,2.0
24-3427,Business Intelligence & Analytics (BSBA‑BIA),2004-08-04,Filipino,Single,Female,Quezon City,With Balance,30312,False,24,monitoring,1.0
24-8666,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-05-01,Vietnamese,Single,Male,Parañaque,Paid,0,False,15,,4.0
24-6558,Information Systems (BS‑IS),2002-05-26,Filipino,Single,Female,Makati,Paid,0,False,24,,3.0
24-3955,Cybersecurity (BSCSEC),2004-03-23,Filipino,Single,Female,Rodriguez,Paid,0,False,15,restrictions,4.0
24-2581,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-08-22,Filipino,Single,Male,Taguig,Paid,0,False,24,,3.5
24-2054,Business Intelligence & Analytics (BSBA‑BIA),2004-02-02,Filipino,Single,Female,Cainta,Paid,0,False,18,,3.0
24-7187,Business Solutions & Applications (BSBA‑BSAA),2003-04-09,Filipino,Single,Male,Caloocan,Paid,0,False,18,advising,3.0
24-2576,Business Solutions & Applications (BSBA‑BSAA),2000-03-01,Filipino,Single,Male,Muntinlupa,With Balance,39851,False,24,,4.0
24-8761,Cybersecurity (BSCSEC),2005-06-20,Filipino,Single,Male,Navotas,Paid,0,False,15,,4.0
24-9474,Human Resource Management (BSBA‑HRM),2001-02-16,Filipino,Single,Female,Manila,With Balance,37136,False,21,,3.5
24-3586,Human Resource Management (BSBA‑HRM),2001-09-19,Filipino,Single,Female,Pasay,Paid,0,False,15,,2.0
24-5309,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-01-11,Filipino,Single,Male,Pasig,With Balance,20800,False,15,,4.0
24-1579,Human Resource Management (BSBA‑HRM),2001-07-20,Filipino,Single,Female,Pasig,Paid,0,False,15,,4.0
24-6738,Information Systems (BS‑IS),2007-05-26,Filipino,Married,Male,Quezon City,Paid,0,True,18,,2.0
24-1296,Cybersecurity (BSCSEC),2007-01-13,Filipino,Single,Female,Valenzuela,Paid,0,False,15,,1.0
24-7024,Human Resource Management (BSBA‑HRM),2003-06-14,Filipino,Single,Male,Rodriguez,Paid,0,True,24,,2.0
24-9785,Cybersecurity (BSCSEC),2000-01-28,Filipino,Single,Male,Quezon City,Paid,0,False,15,,3.0
24-5001,Human Resource Management (BSBA‑HRM),2002-10-13,Filipino,Single,Male,Makati,Paid,0,False,24,,2.0
24-4609,Information Systems (BS‑IS),2004-06-25,Filipino,Single,Male,Antipolo,Paid,0,False,15,monitoring,3.0
24-8966,Human Resource Management (BSBA‑HRM),2001-04-05,Filipino,Single,Female,San Mateo,Paid,0,False,18,advising,3.0
24-8434,Business Intelligence & Analytics (BSBA‑BIA),2000-08-27,Filipino,Single,Female,Las Piñas,Paid,0,False,21,,3.5
24-1308,Information Systems (BS‑IS),2006-08-02,Filipino,Single,Female,San Mateo,Paid,0,True,21,monitoring,2.0
24-6508,Human Resource Management (BSBA‑HRM),2003-01-11,Filipino,Single,Female,Quezon City,Paid,0,False,21,,2.0
24-7944,Cybersecurity (BSCSEC),2004-03-13,Filipino,Married,Male,Pasig,Paid,0,False,21,advising,3.0
24-5846,Human Resource Management (BSBA‑HRM),2006-01-20,Filipino,Single,Female,Bacoor,Paid,0,False,15,,3.0
24-5333,Business Solutions & Applications (BSBA‑BSAA),2007-08-01,Filipino,Single,Female,Malabon,Paid,0,False,24,advising,3.5
23-6145,Business Intelligence & Analytics (BSBA‑BIA),2007-03-09,Filipino,Single,Female,Pasig,Paid,0,False,15,,3.0
23-4018,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-10-11,Filipino,Single,Male,Marikina,Paid,0,False,21,,4.0
23-4845,Human Resource Management (BSBA‑HRM),2001-02-17,Filipino,Single,Male,Caloocan,Paid,0,False,24,monitoring,2.0
23-3344,Business Intelligence & Analytics (BSBA‑BIA),2005-10-26,Filipino,Married,Female,Malabon,Paid,0,False,15,,4.0
23-3458,Cybersecurity (BSCSEC),2000-02-20,Filipino,Single,Female,Caloocan,Paid,0,False,18,,1.0
23-2285,Business Intelligence & Analytics (BSBA‑BIA),2003-10-17,American,Single,Female,San Mateo,With Balance,27293,False,15,,3.0
23-9525,Information Systems (BS‑IS),2005-05-07,Filipino,Single,Male,Muntinlupa,With Balance,21860,False,18,,3.0
23-2890,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-08-24,Chinese,Single,Male,Parañaque,Paid,0,False,21,,3.0
23-8355,Information Systems (BS‑IS),2003-10-27,Filipino,Single,Male,Valenzuela,Paid,0,False,21,,3.5
23-2932,Business Intelligence & Analytics (BSBA‑BIA),2006-07-17,Vietnamese,Single,Male,Mandaluyong,Paid,0,False,15,,3.0
23-8698,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-03-28,Filipino,Single,Male,Makati,With Balance,22717,False,24,,3.5
23-4955,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-02-11,Filipino,Single,Male,Quezon City,Paid,0,True,21,,2.0
23-8368,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-05-25,Filipino,Single,Male,Rodriguez,With Balance,12745,False,18,,3.0
23-7060,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-07-11,Filipino,Single,Female,Taguig,Paid,0,False,15,,2.0
23-9326,Information Systems (BS‑IS),2004-06-13,Filipino,Single,Male,Quezon City,With Balance,33952,False,18,,3.5
23-6150,Business Intelligence & Analytics (BSBA‑BIA),2005-05-06,Filipino,Single,Female,San Juan,Paid,0,False,21,,3.0
23-4795,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-03-04,Filipino,Single,Male,Manila,Paid,0,False,18,advising,3.5
23-5617,Cybersecurity (BSCSEC),2006-12-15,Filipino,Single,Female,Taguig,With Balance,13930,False,24,,3.5
23-2423,Business Solutions & Applications (BSBA‑BSAA),2004-12-22,Filipino,Single,Male,San Juan,Paid,0,False,21,,3.0
23-9402,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-12-23,Filipino,Single,Female,Taguig,With Balance,20404,False,18,,3.0
23-1583,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-04-05,Filipino,Single,Male,Imus,Paid,0,False,24,,3.0
23-5630,Business Solutions & Applications (BSBA‑BSAA),2003-11-03,Chinese,Single,Male,Manila,Paid,0,False,18,,4.0
23-5310,Cybersecurity (BSCSEC),2006-11-19,Filipino,Single,Male,Las Piñas,With Balance,31888,False,24,,3.0
23-6851,Cybersecurity (BSCSEC),2007-05-04,Filipino,Single,Female,Valenzuela,Paid,0,False,24,monitoring,1.0
23-2860,Human Resource Management (BSBA‑HRM),2006-12-05,Filipino,Single,Female,Cainta,Paid,0,False,21,,4.0
23-7701,Business Intelligence & Analytics (BSBA‑BIA),2005-05-22,Filipino,Single,Female,Valenzuela,With Balance,18792,False,24,,3.5
23-1747,Human Resource Management (BSBA‑HRM),2007-07-08,Filipino,Single,Male,Bacoor,With Balance,30013,False,21,restrictions,4.0
23-1345,Information Systems (BS‑IS),2001-12-11,Filipino,Single,Male,Bacoor,Paid,0,True,18,,4.0
23-3572,Cybersecurity (BSCSEC),2006-12-08,Filipino,Single,Female,Muntinlupa,Paid,0,False,18,,4.0
23-1328,Cybersecurity (BSCSEC),2001-09-13,Filipino,Single,Female,Las Piñas,Paid,0,True,18,restrictions,4.0
23-7190,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-03-27,Filipino,Single,Male,Makati,Paid,0,True,24,restrictions,2.0
23-3487,Business Intelligence & Analytics (BSBA‑BIA),2006-04-27,Filipino,Single,Female,Valenzuela,Paid,0,False,21,,4.0
23-8723,Information Systems (BS‑IS),2004-07-03,Filipino,Single,Female,Malabon,With Balance,26600,False,18,,1.0
23-7449,Human Resource Management (BSBA‑HRM),2001-08-08,Filipino,Single,Male,Navotas,Paid,0,False,21,,2.0
23-2370,Business Intelligence & Analytics (BSBA‑BIA),2002-04-28,Filipino,Single,Male,Pasig,With Balance,27150,False,18,monitoring,3.5
23-6102,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-03-02,Filipino,Single,Female,Manila,Paid,0,False,24,,3.5
23-4862,Human Resource Management (BSBA‑HRM),2007-12-16,Filipino,Single,Male,Taguig,Paid,0,False,18,,4.0
23-2990,Business Solutions & Applications (BSBA‑BSAA),2003-08-28,Japanese,Single,Female,Malabon,With Balance,25964,False,18,,3.0
23-7543,Business Intelligence & Analytics (BSBA‑BIA),2004-02-14,American,Single,Female,Antipolo,With Balance,28474,False,18,restrictions,3.0
23-7082,Cybersecurity (BSCSEC),2004-08-15,Filipino,Single,Male,Mandaluyong,With Balance,10321,False,21,,4.0
23-2098,Business Intelligence & Analytics (BSBA‑BIA),2004-12-07,Filipino,Single,Female,Muntinlupa,Paid,0,True,24,,4.0
23-4703,Human Resource Management (BSBA‑HRM),2000-04-09,Filipino,Single,Female,Rodriguez,Paid,0,False,24,,3.0
23-4319,Business Intelligence & Analytics (BSBA‑BIA),2002-02-24,Filipino,Single,Male,Pasig,Paid,0,False,24,,3.0
23-5542,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-04-06,Filipino,Single,Male,Makati,Paid,0,False,18,,2.0
23-6297,Business Intelligence & Analytics (BSBA‑BIA),2000-03-17,Filipino,Single,Female,Muntinlupa,With Balance,17889,False,24,,3.5
23-8773,Human Resource Management (BSBA‑HRM),2004-09-11,Filipino,Single,Male,Mandaluyong,With Balance,33309,False,18,,3.0
23-9029,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-11-04,Filipino,Single,Female,Mandaluyong,Paid,0,True,21,,3.0
23-6668,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-04-20,Filipino,Married,Male,Pasay,With Balance,10349,False,18,,3.0
23-1091,Cybersecurity (BSCSEC),2004-06-04,Filipino,Single,Male,Cainta,Paid,0,False,24,,1.0
23-5145,Human Resource Management (BSBA‑HRM),2000-10-27,Filipino,Single,Female,Cainta,Paid,0,False,24,,3.0
23-9938,Business Intelligence & Analytics (BSBA‑BIA),2000-06-01,Filipino,Single,Male,Pasig,Paid,0,True,15,restrictions,3.0
23-6148,Business Intelligence & Analytics (BSBA‑BIA),2004-04-21,Filipino,Single,Female,Mandaluyong,Paid,0,False,21,,2.0
23-7605,Information Systems (BS‑IS),2000-02-07,Filipino,Single,Female,Makati,Paid,0,False,18,,3.5
23-1052,Human Resource Management (BSBA‑HRM),2004-09-12,Filipino,Single,Male,Rodriguez,Paid,0,False,15,,4.0
23-6201,Cybersecurity (BSCSEC),2000-03-26,Filipino,Single,Female,Makati,With Balance,20085,False,18,,3.0
23-6087,Business Intelligence & Analytics (BSBA‑BIA),2006-12-10,Filipino,Single,Female,Valenzuela,Paid,0,False,18,,3.5
23-8202,Human Resource Management (BSBA‑HRM),2001-08-12,Filipino,Single,Female,Bacoor,Paid,0,False,24,,3.0
23-8108,Human Resource Management (BSBA‑HRM),2004-04-11,Filipino,Single,Female,Makati,Paid,0,False,18,,4.0
23-2889,Cybersecurity (BSCSEC),2002-08-05,Filipino,Single,Female,Imus,Paid,0,False,15,,2.0
23-1129,Business Solutions & Applications (BSBA‑BSAA),2006-08-11,Filipino,Single,Male,Parañaque,Paid,0,False,18,,3.5
23-8478,Cybersecurity (BSCSEC),2006-12-13,Filipino,Single,Female,Cainta,Paid,0,False,21,advising,3.0
23-9306,Business Intelligence & Analytics (BSBA‑BIA),2006-07-25,Filipino,Single,Male,Mandaluyong,With Balance,39051,False,18,,3.0
23-3286,Business Solutions & Applications (BSBA‑BSAA),2005-01-03,Filipino,Single,Female,Navotas,Paid,0,False,18,,4.0
23-6038,Business Intelligence & Analytics (BSBA‑BIA),2002-04-28,Filipino,Single,Male,Pasig,With Balance,22263,False,15,,3.5
23-8713,Cybersecurity (BSCSEC),2006-12-07,Filipino,Single,Female,San Juan,Paid,0,False,18,,2.0
23-7551,Human Resource Management (BSBA‑HRM),2004-11-24,Filipino,Single,Male,Parañaque,With Balance,29216,False,15,,3.0
23-4852,Human Resource Management (BSBA‑HRM),2005-06-17,Filipino,Single,Female,Makati,Paid,0,False,18,monitoring,3.5
23-6563,Information Systems (BS‑IS),2002-07-05,Filipino,Single,Female,Quezon City,With Balance,15882,False,18,,3.0
23-2743,Information Systems (BS‑IS),2001-06-22,Filipino,Single,Female,Manila,Paid,0,False,24,,4.0
23-7581,Information Systems (BS‑IS),2000-05-14,Filipino,Single,Female,Antipolo,Paid,0,False,21,,1.0
23-2829,Business Solutions & Applications (BSBA‑BSAA),2006-09-25,Filipino,Single,Male,Manila,With Balance,29338,False,21,,2.0
23-8454,Information Systems (BS‑IS),2000-08-10,Filipino,Single,Female,Parañaque,Paid,0,True,21,,3.5
23-5852,Business Intelligence & Analytics (BSBA‑BIA),2004-03-10,Filipino,Single,Female,Las Piñas,Paid,0,False,21,,3.0
23-7491,Business Solutions & Applications (BSBA‑BSAA),2002-02-18,Filipino,Single,Female,Valenzuela,Paid,0,False,24,,4.0
23-9577,Cybersecurity (BSCSEC),2007-01-03,Filipino,Single,Male,Pasay,With Balance,21068,False,21,,4.0
23-5208,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-07-04,Filipino,Single,Female,Cainta,With Balance,17987,False,15,,3.5
23-8158,Human Resource Management (BSBA‑HRM),2002-05-17,Filipino,Single,Male,Imus,Paid,0,False,18,monitoring,3.0
23-5501,Human Resource Management (BSBA‑HRM),2007-10-26,Japanese,Single,Male,San Juan,Paid,0,True,21,,3.0
23-8547,Cybersecurity (BSCSEC),2006-11-20,Filipino,Single,Male,Muntinlupa,Paid,0,False,24,,2.0
23-9175,Business Solutions & Applications (BSBA‑BSAA),2002-11-13,Filipino,Single,Male,Bacoor,With Balance,12722,False,18,,3.0
